"extensionAttribute9","Name","OperatingSystemVersion","OperatingSystem","lastlogondate","whencreated","enabled","distinguishedName"
,"40L9TV3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 9:03:35","23/5/2023 10:45:01","True","CN=40L9TV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CT4JKN3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 9:19:48","16/4/2024 16:35:00","True","CN=CT4JKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"D51BHW3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 13:11:45","8/3/2023 16:13:14","True","CN=D51BHW3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"6DM62T3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 14:50:45","23/5/2024 10:30:52","True","CN=6DM62T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"G9XCTQ3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:11:27","11/8/2022 11:47:21","True","CN=G9XCTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9NPP3T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:29:02","9/3/2023 15:59:44","True","CN=9NPP3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1KCYKN3","10.0 (22631)","Windows 11 Enterprise","13/1/2026 14:54:41","28/6/2022 10:02:40","True","CN=1KCYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"F6BXV64","10.0 (22631)","Windows 11 Enterprise","12/1/2026 10:28:45","3/2/2025 11:59:39","True","CN=F6BXV64,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"23L9TV3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 10:39:07","23/5/2023 10:39:43","True","CN=23L9TV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9CLYV64","10.0 (26100)","Windows 11 Enterprise","7/1/2026 9:47:57","5/9/2025 16:16:22","True","CN=9CLYV64,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7B6JKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:08:02","30/9/2022 13:33:10","True","CN=7B6JKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4H50R14","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:18:26","19/9/2025 12:47:13","True","CN=4H50R14,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"430T8F4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:22:37","24/10/2025 10:53:08","True","CN=430T8F4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"87QZ9Y3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 8:12:56","31/10/2023 9:13:07","True","CN=87QZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4K40LN3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 9:37:28","9/12/2022 9:57:28","True","CN=4K40LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2BDPZC4","10.0 (26200)","Windows 11 Enterprise","7/1/2026 18:00:08","9/10/2025 12:05:32","True","CN=2BDPZC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FWPYLD4","10.0 (26100)","Windows 11 Enterprise","6/1/2026 15:32:07","17/10/2025 16:40:49","True","CN=FWPYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FMS61F3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 9:34:59","25/1/2024 14:06:00","True","CN=FMS61F3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FW6DK34","10.0 (22631)","Windows 11 Enterprise","6/1/2026 9:41:46","9/8/2024 9:20:51","True","CN=FW6DK34,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5CS2VF4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 8:51:28","19/11/2025 12:12:39","True","CN=5CS2VF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7NPP3T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:29:50","27/1/2023 13:50:28","True","CN=7NPP3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3LWZ9Y3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 7:54:44","31/10/2023 9:15:28","True","CN=3LWZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"52K9524","10.0 (26100)","Windows 11 Enterprise","9/1/2026 10:48:51","25/11/2025 14:31:43","True","CN=52K9524,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2WJYLD4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:15:50","14/10/2025 10:56:17","True","CN=2WJYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7C2LKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:14:54","17/5/2024 10:39:15","True","CN=7C2LKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"J2L9C54","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:55:53","24/9/2024 12:20:24","True","CN=J2L9C54,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"54JS0T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 8:39:41","27/10/2022 12:55:04","True","CN=54JS0T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1L2TSQ3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:51:04","17/11/2022 10:20:54","True","CN=1L2TSQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1FW5LN3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 14:38:09","30/11/2023 12:48:03","True","CN=1FW5LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"798DTQ3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 13:24:15","11/8/2022 12:26:29","True","CN=798DTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"12K9524","10.0 (26100)","Windows 11 Enterprise","12/1/2026 9:13:53","13/8/2025 9:39:03","True","CN=12K9524,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"641LKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:46:26","13/10/2022 10:46:36","True","CN=641LKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8Q0DVV3","10.0 (22631)","Windows 11 Enterprise","11/1/2026 0:10:39","11/9/2023 15:32:09","True","CN=8Q0DVV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8DS2VF4","10.0 (26100)","Windows 11 Enterprise","8/1/2026 9:19:01","10/11/2025 11:39:52","True","CN=8DS2VF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3DZYKN3","10.0 (22631)","Windows 11 Pro","15/1/2026 9:04:25","27/10/2022 12:55:48","True","CN=3DZYKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"41S53D3","10.0 (22631)","Windows 11 Enterprise","23/10/2025 10:54:37","14/9/2023 11:53:28","True","CN=41S53D3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"985J3F3","10.0 (22631)","Windows 11 Enterprise","10/11/2025 7:53:51","25/1/2024 14:07:23","True","CN=985J3F3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CT3Y724","10.0 (22631)","Windows 11 Enterprise","9/1/2026 9:27:51","3/6/2025 9:11:27","True","CN=CT3Y724,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8NWZ9Y3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 10:42:27","31/10/2023 9:21:14","True","CN=8NWZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"90STZF4","10.0 (26100)","Windows 11 Enterprise","8/1/2026 14:43:47","28/11/2025 9:55:16","True","CN=90STZF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GPTZKN3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 10:53:03","13/12/2022 15:15:59","True","CN=GPTZKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"H6KKKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:11:54","23/5/2024 10:38:40","True","CN=H6KKKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"J0QYLD4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 8:39:15","20/10/2025 12:22:16","True","CN=J0QYLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"57Q9524","10.0 (22631)","Windows 11 Enterprise","11/1/2026 15:01:48","28/2/2024 9:08:14","True","CN=57Q9524,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CK9BTQ3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 8:22:19","11/12/2023 11:05:07","True","CN=CK9BTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"HP2DTQ3","10.0 (26100)","Windows 11 Enterprise","1/12/2025 10:31:59","29/7/2025 15:03:44","True","CN=HP2DTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"23YQ8F4","10.0 (26100)","Windows 11 Enterprise","7/1/2026 8:57:53","7/1/2026 8:34:58","True","CN=23YQ8F4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3V8HV44","10.0 (22631)","Windows 11 Enterprise","12/1/2026 10:30:22","20/11/2024 15:47:14","True","CN=3V8HV44,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"C7PGRV3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:54:45","26/9/2024 16:18:28","True","CN=C7PGRV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"F0K9524","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:08:44","28/2/2024 9:08:40","True","CN=F0K9524,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1BDPZC4","10.0 (26200)","Windows 11 Enterprise","11/1/2026 21:03:32","9/10/2025 12:13:13","True","CN=1BDPZC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7PWL3T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:53:08","27/2/2024 15:20:12","True","CN=7PWL3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"26PXFY3","10.0 (26100)","Windows 11 Enterprise","14/1/2026 11:31:54","19/8/2025 12:41:24","True","CN=26PXFY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GRNYLN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 13:24:28","12/5/2022 15:34:39","True","CN=GRNYLN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3F1SXF4","10.0 (26100)","Windows 11 Enterprise","4/1/2026 18:20:48","28/11/2025 9:58:50","True","CN=3F1SXF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"38PV3M3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 8:47:40","10/3/2022 12:25:52","True","CN=38PV3M3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CQDJKN3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 10:55:17","7/11/2022 15:18:21","True","CN=CQDJKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FXBL3T3","10.0 (22631)","Windows 11 Enterprise","11/1/2026 13:16:10","26/1/2023 16:16:44","True","CN=FXBL3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"77sw6D3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:04:46","16/12/2021 11:55:23","True","CN=77sw6D3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7X4SXF4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 8:11:39","26/11/2025 9:20:41","True","CN=7X4SXF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BR0F9Y3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:24:09","14/7/2023 12:50:00","True","CN=BR0F9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BNL8JG4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 14:06:55","10/12/2025 14:29:30","True","CN=BNL8JG4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1HMDTQ3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 8:51:34","26/7/2022 13:59:07","True","CN=1HMDTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"HWKQPN3","10.0 (22631)","Windows 11 Enterprise","11/12/2025 10:02:31","11/7/2023 10:49:21","True","CN=HWKQPN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8ML8JG4","10.0 (26100)","Windows 11 Enterprise","30/12/2025 16:42:00","10/12/2025 14:29:51","True","CN=8ML8JG4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FLL8JG4","10.0 (26100)","Windows 11 Enterprise","17/12/2025 10:12:44","17/12/2025 9:50:56","True","CN=FLL8JG4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"14C79Y3","10.0 (22631)","Windows 11 Enterprise","23/10/2025 10:00:44","14/7/2023 12:47:44","False","CN=14C79Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CQ61LR3","10.0 (22631)","Windows 11 Enterprise","31/12/2025 9:29:32","28/2/2023 15:37:59","True","CN=CQ61LR3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"D3MY8Y3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 9:43:06","6/12/2023 10:07:54","True","CN=D3MY8Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1ZP9C54","10.0 (26100)","Windows 11 Enterprise","23/12/2025 23:27:52","22/9/2025 13:26:17","True","CN=1ZP9C54,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"CWLGW44","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:39:35","5/11/2024 9:42:33","True","CN=CWLGW44,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"JPNYLN3","10.0 (22631)","Windows 11 Enterprise","6/1/2026 3:06:11","12/5/2022 15:43:11","True","CN=JPNYLN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7T3CB24","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:08:38","4/7/2024 15:13:35","True","CN=7T3CB24,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"BK61LR3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 9:51:19","21/9/2022 11:06:34","True","CN=BK61LR3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"D1GMV44","10.0 (26100)","Windows 11 Enterprise","14/1/2026 14:56:35","25/6/2025 9:20:57","True","CN=D1GMV44,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"B9DPZC4","10.0 (26200)","Windows 11 Enterprise","11/1/2026 19:34:32","9/10/2025 12:14:44","True","CN=B9DPZC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"86K0DY3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 10:42:03","7/11/2023 13:08:29","True","CN=86K0DY3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"DT70R14","10.0 (22631)","Windows 11 Enterprise","12/1/2026 14:49:23","20/2/2024 13:47:41","True","CN=DT70R14,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9BSGQF4","10.0 (26100)","Windows 11 Enterprise","9/1/2026 8:34:39","14/11/2025 10:53:52","True","CN=9BSGQF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2MMR3T3","10.0 (22631)","Windows 11 Enterprise","15/1/2026 8:55:18","9/9/2024 9:49:45","True","CN=2MMR3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"8YFW1T3","10.0 (22631)","Windows 11 Enterprise","13/1/2026 9:16:57","28/11/2022 12:58:29","True","CN=8YFW1T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"27QZ9Y3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:57:17","9/1/2024 12:15:35","True","CN=27QZ9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3PMFLD4","10.0 (26100)","Windows 11 Enterprise","13/1/2026 22:21:09","4/11/2025 11:13:27","True","CN=3PMFLD4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"H4L9C54","10.0 (22631)","Windows 11 Enterprise","28/12/2025 22:20:15","16/9/2024 13:31:00","False","CN=H4L9C54,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"5VWZR14","10.0 (22631)","Windows 11 Enterprise","15/1/2026 10:35:22","2/7/2025 16:51:15","True","CN=5VWZR14,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
"HK-UNASSIGNED","F5J2P73","10.0 (22631)","Windows 11 Enterprise","30/12/2025 7:54:09","18/12/2020 14:32:30","True","CN=F5J2P73,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"HBLYV64","10.0 (26100)","Windows 11 Enterprise","14/1/2026 15:16:49","3/6/2025 12:56:17","True","CN=HBLYV64,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FQFR3T3","10.0 (22631)","Windows 11 Enterprise","19/9/2351 12:51:36","25/11/2022 15:11:57","True","CN=FQFR3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2LJQKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:21:52","28/11/2022 12:59:25","True","CN=2LJQKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"27QQ2T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:27:50","15/2/2023 12:45:09","True","CN=27QQ2T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"9CPGRV3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 17:07:53","22/5/2023 16:20:16","True","CN=9CPGRV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"1NMGC54","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:42:21","26/3/2025 14:00:57","True","CN=1NMGC54,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"4Y4FTV3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 15:50:00","24/5/2023 9:12:35","True","CN=4Y4FTV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"6WCQ2T3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:32:21","22/2/2023 13:44:15","True","CN=6WCQ2T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"GK5JKN3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 1:23:10","21/8/2024 12:56:05","True","CN=GK5JKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"G16XV64","10.0 (22631)","Windows 11 Enterprise","10/1/2026 20:52:31","16/1/2025 14:21:29","True","CN=G16XV64,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"22SVHC4","10.0 (26100)","Windows 11 Enterprise","14/1/2026 21:34:18","16/9/2025 13:52:28","True","CN=22SVHC4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"7WLJ7D3","10.0 (22631)","Windows 11 Enterprise","20/11/2025 14:48:11","27/9/2021 9:43:56","True","CN=7WLJ7D3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"H0H0LN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:08:24","15/8/2024 10:07:46","True","CN=H0H0LN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"22STZF4","10.0 (26100)","Windows 11 Enterprise","9/1/2026 9:05:03","3/12/2025 14:44:31","True","CN=22STZF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"40VQ3T3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 16:33:41","22/2/2023 13:43:12","True","CN=40VQ3T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"H8X0WB4","10.0 (26100)","Windows 11 Enterprise","8/1/2026 10:19:35","11/9/2025 10:13:18","True","CN=H8X0WB4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"31SLTQ3","10.0 (22631)","Windows 11 Enterprise","7/1/2026 7:51:41","25/8/2022 11:06:11","True","CN=31SLTQ3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"J9YTZF4","10.0 (26100)","Windows 11 Enterprise","12/1/2026 10:23:41","3/12/2025 9:40:26","True","CN=J9YTZF4,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2V5F4M3","10.0 (22631)","Windows 11 Enterprise","4/12/2025 9:52:32","1/4/2022 9:44:52","True","CN=2V5F4M3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"3V4B6M3","10.0 (22631)","Windows 11 Enterprise","30/10/2025 9:24:44","28/3/2022 10:37:09","True","CN=3V4B6M3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"41GMV44","10.0 (22631)","Windows 11 Enterprise","13/1/2026 11:38:41","8/8/2024 16:18:01","True","CN=41GMV44,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"B9HK9Y3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 10:46:20","11/7/2023 9:17:36","True","CN=B9HK9Y3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"F94P6M3","10.0 (22631)","Windows 11 Enterprise","10/11/2025 7:49:56","15/3/2022 15:02:20","True","CN=F94P6M3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"6CVCVV3","10.0 (22631)","Windows 11 Enterprise","12/1/2026 9:52:45","20/12/2023 14:36:23","True","CN=6CVCVV3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"FJCFK34","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:25:11","30/5/2024 9:28:47","True","CN=FJCFK34,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"69WQ2T3","10.0 (22631)","Windows 11 Enterprise","9/1/2026 9:27:32","11/7/2023 10:49:09","True","CN=69WQ2T3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"18SLKN3","10.0 (22631)","Windows 11 Enterprise","8/1/2026 9:44:14","7/7/2022 12:11:13","True","CN=18SLKN3,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"2MMGC54","10.0 (22631)","Windows 11 Enterprise","15/1/2026 13:15:52","12/2/2025 14:07:01","True","CN=2MMGC54,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
,"D530R14","10.0 (22631)","Windows 11 Enterprise","12/1/2026 10:02:23","30/1/2024 15:09:52","True","CN=D530R14,OU=Workstations,OU=Clients,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net"
