"extensionAttribute9","sAMAccountName","mail","cn","managedBy","description","displayName","groupType","whenCreated"
"HKKWN200","PB-BOC-Shenzhen-HongHu","PB-BOC-Shenzhen-HongHu@pbworld.com","PB-BOC-Shenzhen-HongHu","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PB-BOC-Shenzhen-HongHu","8","2/9/2014 10:15:45"
"HKKWN200","China-Structural-Shanghai","China-Structural-Shanghai@pbworld.com","China-Structural-Shanghai",,,"China-Structural-Shanghai","8","8/1/2015 15:45:17"
"HKKWN200","ASIA-HKG-CE54","ASIA-HKG-CE54@wsp.com","ASIA-HKG-CE54","CN=Chiu\, Carol (Carol.Chiu),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","ASIA-HKG-CE54","ASIA-HKG-CE54","8","19/6/2018 10:20:16"
"HKKWN200","WSP-CSG-GALAXYP3E","WSP-CSG-GALAXYP3E@wsp.com","WSP-CSG-GALAXYP3E","CN=Tam\, Apple (HKAT750447),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-CSG-GALAXYP3E","8","13/9/2024 11:14:14"
"HKKWN200","WSPHK_ACO","WSPHK_ACO@wsp.com","WSPHK_ACO","CN=So\, Christian (Christian.So),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSPHK_ACO","8","18/7/2023 15:50:49"
"HKKWN200","CN - Project - J20979 - EB(MOMA Bldg)","WSPJ20979EB@WSPGroup.com.cn","CN - Project - J20979 - EB(MOMA Bldg)",,,"CN - Project - J20979 - EB(MOMA Bldg)","8","21/10/2016 18:59:29"
"HKKWN200","sg.payslip","sg.payslip@wsp.com","sg.payslip",,"sg.payslip","sg.payslip","8","9/4/2020 2:58:25"
"HKKWN200","HK - Project - J3200 - EM(TYST Site A)","WSPJ3200EM@WSPGroup.com.hk","HK - Project - J3200 - EM(TYST Site A)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3200 - EM(TYST Site A)","8","21/10/2016 19:12:18"
"HKKWN200","CN - Project - J21089 - ZB(Qianhai Sq. Ph2)","WSPJ21089ZB@WSPGroup.com.cn","CN - Project - J21089 - ZB(Qianhai Sq. Ph2)","CN=Cai\, Vstar (Vstar.Cai),OU=Active,OU=Users,OU=CN,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"CN - Project - J21089 - ZB(Qianhai Sq. Ph2)","8","21/10/2016 18:59:59"
"HKKWN200","PBA-THEi-MEP","PBA-THEi-MEP@pbworld.com","PBA-THEi-MEP",,,"PBA-THEi-MEP","8","7/5/2014 17:36:24"
"HKKWN200","WSP-MEP-NKIL6564WL","WSP-MEP-NKIL6564WL@wsp.com","WSP-MEP-NKIL6564WL",,"WSP-MEP-NKIL6564WL","WSP-MEP-NKIL6564WL","8","10/5/2018 15:15:21"
"HKKWN200","ASIA-HKG-2503301A-Tencent QH","ASIA-HKG-2503301A-TencentQH@pbworld.com","ASIA-HKG-2503301A-Tencent QH",,"ASIA-HKG-2503301A-Tencent QH","ASIA-HKG-2503301A-Tencent QH","8","6/1/2017 17:13:13"
"HKKWN200","HK - Project - J2926 - EM(Kowloon Inland)","WSPJ2926EM@WSPGroup.com.hk","HK - Project - J2926 - EM(Kowloon Inland)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2926 - EM(Kowloon Inland)","8","21/10/2016 19:09:57"
"HKKWN200","CityU-hostel-BIM360","CityU-hostel-BIM360@wsp.com","CityU-hostel-BIM360",,,"CityU-hostel-BIM360","8","25/7/2022 11:57:39"
"HKKWN200","ASIA-HKG-SAIHO","ASIA-HKG-SAIHO@wsp.com","ASIA-HKG-SAIHO",,"ASIA-HKG-SAIHO","ASIA-HKG-SAIHO","8","17/11/2017 11:34:33"
"HKKWN200","WSP-STR-WH67099A","WSP-STR-WH67099A@wsp.com","WSP-STR-WH67099A","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0605125","WSP-STR-WH67099A","8","18/9/2023 9:22:22"
"HKKWN200","WSP-MEP-GS-SH","WSP-MEP-GS-SH@wsp.com","WSP-MEP-GS-SH","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-GS-SH","8","17/3/2020 11:38:35"
"HKKWN200","WSP-MEP-Agile","WSP-MEP-Agile@wsp.com","WSP-MEP-Agile","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-Agile","8","8/7/2025 11:33:23"
,"GLD_Golder Asia Office Managers","gld.GolderAsiaOfficeManagers@wsp.com","Golder Asia Office Managers",,"Group for Asian Office Managers","GLD - Golder Asia Office Managers","-2147483640","10/10/2021 9:22:49"
"HKKWN200","HK - Project - J2436 - CS - ST","HK-Project-J2436-CS-ST@WSPGroup.com","HK - Project - J2436 - CS - ST","CN=Tam\, Apple (HKAT750447),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2436 - CS - ST","8","21/10/2016 19:05:39"
"HKKWN200","PB-Kaimi-Xian","PB-Kaimi-Xian@pbworld.com","PB-Kaimi-Xian",,"PB-Kaimi-Xian","PB-Kaimi-Xian","8","30/5/2016 12:29:45"
"HKKWN200","WSP-CSG-LCKRC","WSP-CSG-LCKRC@wsp.com","WSP-CSG-LCKRC","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0116273","WSP-CSG-LCKRC","8","18/10/2022 16:53:01"
"HKKWN200","HK - Project - J2238 - CS","WSPJ2238CS@WSPGroup.com.hk","HK - Project - J2238 - CS",,,"HK - Project - J2238 - CS","8","21/10/2016 19:04:48"
"HKKWN200","HK MEP 1B","HK_MEP_1B@wsp.com","HK MEP 1B","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK MEP 1B","HK MEP 1B","8","9/1/2018 15:57:50"
"HKKWN200","PBA-2503301A","PBA-2503301A@pbworld.com","PBA-2503301A","CN=Lam\, Andrew (lam.andrew),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA-2503301A","8","26/6/2014 9:58:49"
"HKKWN200","LOP-BS-WSP","LOP-BS-WSP@wsp.com","LOP-BS-WSP","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"LOP-BS-WSP","8","22/9/2023 13:50:04"
"HKKWN200","PB HKG Oracle Users","PBHKGOracleUsers@pbworld.com","PB HKG Oracle Users",,,"PB HKG Oracle Users","8","19/8/2003 10:24:30"
"HKKWN200","2504377B-HKJC-2022-2024-MEP","2504377B-HKJC-2022-2024-MEP@wsp.com","2504377B-HKJC-2022-2024-MEP","CN=Cheung\, Calvin (cheung.calvin),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Please create new project email and add staffs in the email group:
Lau, Alfred Yu-Mung <Alfred.Lau@wsp.com>
Choi, Tim Ho-Leung <Tim.Choi@wsp.com>
Law, Albus Wing-Chun <Albus.Law@wsp.com>
Tam, Max Chi-Wah <Max.CW.Tam@wsp.com>
Ting, Ghazi Kuan-Jei <Ghazi.Ting@wsp.com>
Cheung, Calvin Pak-Ho <Calvin.Cheung@wsp.com>","2504377B-HKJC-2022-2024-MEP","8","16/11/2023 14:04:10"
"HKKWN200","WSPCSJ1908","WSPCSJ1908@WSPGroup.com","WSPCSJ1908",,,"WSPCSJ1908","8","21/10/2016 19:13:57"
,"PBSC FSPD TC",,"PBSC FSPD TC",,,"PBSC FSPD TC","8","6/12/2005 12:14:03"
"HKKWN200","HK MEP 1B - E1","HK_MEP_1B-E1@wsp.com","HK MEP 1B - E1","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK MEP 1B - E1","HK MEP 1A - E1","8","9/1/2018 15:19:56"
"HKKWN200","Asia-HKG-2520146A","Asia-HKG-2520146A@pbworld.com","Asia-HKG-2520146A",,,"Asia-HKG-2520146A","8","23/4/2014 11:10:14"
"HKKWN200","MTR A226-19E ISA","HKG-2513146A@wsp.com","MTR A226-19E ISA","CN=Yeung\, Joyce (Joyce.Yeung),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"MTR A226-19E ISA","8","27/5/2020 20:10:04"
"HKKWN200","Asia-Finance","Asia-Finance@wsp.com","Asia-Finance","CN=Bergeron Rivard\, Olivier (CAOB079942),OU=Active,OU=Users,OU=CA,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-Finance","8","16/3/2021 14:48:54"
"HKKWN200","WH67021A-CityU-Hostel","WH67021A-CityU-Hostel@wsp.com","WH67021A-CityU-Hostel","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WH67021A-CityU-Hostel","WH67021A-CityU-Hostel","8","6/7/2020 16:12:33"
"HKKWN200","UST-HOSTEL-PROJECT","UST-HOSTEL-PROJECT@wsp.com","UST-HOSTEL-PROJECT",,"UST-HOSTEL-PROJECT","UST-HOSTEL-PROJECT","8","19/10/2018 14:11:21"
"HKKWN200","HKG-2508057A-DTSS-EM","HKG-2508057A-DTSS-EM@wsp.com","HKG-2508057A-DTSS-EM",,"HKG-2508057A-DTSS-EM","HKG-2508057A-DTSS-EM","8","18/9/2019 9:40:38"
"HKKWN200","HK - Project - J3139 - EM(No.14 Residence)","WSPJ3139EM@WSPGroup.com.hk","HK - Project - J3139 - EM(No.14 Residence)",,,"HK - Project - J3139 - EM(No.14 Residence)","8","21/10/2016 19:11:43"
"HKKWN200","WSP-SSM520-ENV","WSP-SSM520-ENV@wsp.com","WSP-SSM520-ENV","CN=Tse\, Elizabeth (tse.elizabeth),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-SSM520-ENV","8","6/10/2023 18:16:03"
"HKKWN200","PBA-WKGO","PBA-WKGO@pbworld.com","PBA-WKGO","CN=Tsui\, Kwok-Fai (tsui.kf),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA-WKGO","8","9/6/2014 16:24:41"
"HKKWN200","WSP-MEP-BLG-CKC-1-1674923609","WSP-MEP-BLG-CKC@wsp.com","WSP-MEP-BLG-CKC","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-BLG-CKC","8","12/5/2022 9:44:43"
"HKKWN200","WSP-BS-GH","WSP-BS-GH@wsp.com","WSP-BS-GH","CN=Yang\, Shalina (yang.shalina),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-BS-GH","WSP-BS-GH","8","5/7/2018 10:33:24"
"HKKWN200","2539504ABS","2539504ABS@wsp.com","HK - Project - 2539504A - BS (IECC-210 Java Road)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - 2539504A - BS (IECC-210 Java Road)","HK - Project - 2539504A - BS (IECC-210 Java Road)","8","23/6/2023 7:24:02"
"HKKWN200","WH67436","WH67436@wsp.com","WH67436",,"SS GS02 Kwai Chung Hospital (PH2)","WH67436","8","19/10/2018 11:39:46"
"HKKWN200","T&I HK Staff","T&I-HK-Staff@wsp.com","T&I HK Staff",,"T&I HK Staff","T&I HK Staff","8","16/6/2020 20:32:30"
"HKKWN200","HK - Project - J2722 - EM","WSPJ2722EM@WSPGroup.com.hk","HK - Project - J2722 - EM","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2722 - EM","8","21/10/2016 19:07:41"
"HKKWN200","PBA CAT1 Memebers","PBACAT1Members@pbworld.com","PBA CAT1",,,"PBA CAT1","8","5/10/2004 9:48:19"
"HKKWN200","EMSD-AVED-PM","EMSD-AVED-PM@wsp.com","EMSD-AVED-PM","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","EMSD-AVED-PM","EMSD-AVED-PM","8","8/2/2018 11:27:38"
"HKKWN200","PBA-NWC-PAM","PBA-NWC-PAM@pbworld.com","PBA-NWC-PAM","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA-NWC-PAM","8","2/8/2013 15:57:28"
"HKKWN200","PB-tjctf-General","PB-tjctf-General@pbworld.com","PB-tjctf-General",,,"PB-tjctf-General","8","7/8/2014 9:53:30"
"HKKWN200","PB-EQX-HK1-IX","PB-EQX-HK1-IX@pbworld.com","PB-EQX-HK1-IX","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PB-EQX-HK1-IX","8","22/12/2014 15:47:33"
"HKKWN200","WSP-MEP-HSBC-TST-AFA-1-396176918","WSP-MEP-HSBC-TST-AFA@wsp.com","WSP-MEP-HSBC-TST-AFA",,,"WSP-MEP-HSBC-TST-AFA","8","5/10/2021 10:45:44"
"HKKWN200","HK - Project - J2510 - EM","WSPJ2510EM@WSPGroup.com.hk","HK - Project - J2510 - EM","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2510 - EM","8","21/10/2016 19:06:06"
"HKKWN200","WSPSTR PM","WSPSTR-PM@wsp.com","WSPSTR PM","CN=Au Yeung\, Julian (Julian.AuYeung),OU=Disabled Users,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSPSTR PM","WSPSTR PM","8","14/8/2018 17:05:30"
"HKKWN200","HKD-2511213A-CE90","HKD-2511213A-CE90@wsp.com","HKD-2511213A-CE90","CN=Chung\, Ann (HKAC737293),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HKD-2511213A-CE90","8","27/1/2025 9:27:30"
,"HKMEPB","HKMEPB@wsp.com","HKMEPB","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HKMEPB","8","27/1/2025 17:05:26"
"HKKWN200","CN - Project - J20575 - ZB - 002(China East Union)","WSPJ20575ZB002@WSPGroup.com.cn","CN - Project - J20575 - ZB - 002(China East Union)",,,"CN - Project - J20575 - ZB - 002(China East Union)","8","21/10/2016 18:57:35"
"HKKWN200","WSP-HSBC-Metro-Plan","WSP-HSBC-Metro-Plan@wsp.com","WSP-HSBC-Metro-Plan",,"WSP-HSBC-Metro-Plan","WSP-HSBC-Metro-Plan","8","20/3/2019 15:41:37"
"HKKWN200","Asia-HKG-Nanjing Suning Square","Asia-HKG-NanjingSuningSquare@pbworld.com","Asia-HKG-Nanjing Suning Square",,,"Asia-HKG-Nanjing Suning Square","8","10/3/2011 10:55:13"
"HKKWN200","HK MEP 1C - P1","HK_MEP_1C-P1@wsp.com","HK MEP 1C - P1","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK MEP 1C - P1","HK MEP 1C - S2","8","9/1/2018 17:28:42"
"HKKWN200","PB-tjctf-ELE","PB-tjctf-ELE@pbworld.com","PB-tjctf-ELE",,,"PB-tjctf-ELE","8","7/8/2014 9:50:58"
,"PBA M&E Group",,"PBA M&E Group","CN=Yang\, Shalina (yang.shalina),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA M&E Group","8","18/7/2002 22:10:51"
"HKKWN200","Team-M6","Team-M6@wsp.com","Team-M6",,"Team-M6","Team-M6","8","25/6/2020 12:57:36"
"HKKWN200","HK - Project - J2633 - EM","WSPJ2633EM@WSPGroup.com.hk","HK - Project - J2633 - EM","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2633 - EM","8","21/10/2016 19:07:09"
"HKKWN200","HK - Project - J2918 - EM(Lift discipline)","WSPJ2918EM-Lift@WSPGroup.com.hk","HK - Project - J2918 - EM(Lift discipline)",,,"HK - Project - J2918 - EM(Lift discipline)","8","21/10/2016 19:09:49"
"HKKWN200","HK - Project - J2813 - EM(KF Phoenix)","WSPJ2813EM@WSPGroup.com.hk","HK - Project - J2813 - EM(KF Phoenix)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2813 - EM(KF Phoenix)","8","21/10/2016 19:08:30"
"HKKWN200","WSP-MEP-MEP-UPSPMM-1778724454","WSP-MEP-MEP-UPSPMM@wsp.com","WSP-MEP-MEP-UPSPMM","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-MEP-UPSPMM","8","2/8/2021 17:52:33"
"HKKWN200","WSP-PM-ELV-EQX-SH2-3-5-6","WSP-PM-ELV-EQX-SH2-3-5-6@wsp.com","WSP-PM-ELV-EQX-SH2-3-5-6","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Would you please internal and External senders able to receive and send mail.
Ownership Control is Rebecca.Chang@wsp.com for add and delete member. Thanks!","WSP-PM-ELV-EQX-SH2-3-5-6","8","22/11/2022 8:58:48"
"HKKWN200","CN - Project - J20027 - EM(Shi Mao Binjiang)","WSPJ20027EM@WSPGroup.com.cn","CN - Project - J20027 - EM(Shi Mao Binjiang)",,,"CN - Project - J20027 - EM(Shi Mao Binjiang)","8","21/10/2016 18:56:55"
"HKKWN200","HK - Project - J2838 - EM(I-Tech Tower 2)","WSPJ2838EM@WSPGroup.com.hk","HK - Project - J2838 - EM(I-Tech Tower 2)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2838 - EM(I-Tech Tower 2)","8","21/10/2016 19:08:33"
"HKKWN200","WSP-STR-WH66789A_PSK","WSP-STR-WH66789A_PSK@wsp.com","WSP-STR-WH66789A_PSK",,,"WSP-STR-WH66789A_PSK","8","30/6/2023 15:33:32"
"HKKWN200","PMCM-CNO-TL","PMCM-CNO-TL@wsp.com","PMCM-CNO-TL","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PMCM-CNO-TL","8","5/8/2022 9:57:06"
"HKKWN200","Asia-HKG-HKB2510028","ASIA-HKG-HKB2510028@pbworld.com","Asia-HKG-HKB2510028","CN=Heung\, Dicky (heung.dicky),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-HKG-HKB2510028","8","24/3/2011 9:16:52"
"HKKWN200","China Operations Managers","ChinaOperationsManagers@wsp.com","China Operations Managers","CN=Mak\, Cecilia (mak.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"China Operations Managers","8","7/7/2010 9:26:59"
"HKKWN200","WSP-HSBC-Global-HK","WSP-HSBC-Global-HK@wsp.com","WSP-HSBC-Global-HK",,"WSP-HSBC-Global-HK","WSP-HSBC-Global-HK","8","9/4/2019 8:51:17"
"HKKWN200","HK - Project - J2841 - EM(Grand Hyatt Hotel)","WSPJ2841EM@WSPGroup.com.hk","HK - Project - J2841 - EM(Grand Hyatt Hotel)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2841 - EM(Grand Hyatt Hotel)","8","21/10/2016 19:08:36"
"HKKWN200","HK - Project - WH50321A - BS (116 Waterloo Road)","WSPWH50321ABS@wsp.com","HK - Project - WH50321A - BS (116 Waterloo Road)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50321A - BS (116 Waterloo Road)","8","14/3/2022 15:10:54"
"HKKWN200","HK - Project - J2440 - EM - SLLN - Filing","WSPJ2440EM-2@WSPGroup.com.hk","HK - Project - J2440 - EM - SLLN - Filing","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2440 - EM - SLLN - Filing","8","21/10/2016 19:05:50"
,"PBSC Elec TC",,"PBSC Elec TC",,,"PBSC Elec TC","8","6/12/2005 12:13:29"
,"PBC-MEP-HK0-SUS-S2","PBC-MEP-HK0-SUS-S2@wsp.com","PBC-MEP-HK0-SUS-S2","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBC-MEP-HK0-SUS-S2","8","20/9/2024 18:57:49"
"HKKWN200","HK - Project - J2734 - EM(The Peninsula HK)","WSPJ2734EM@WSPGroup.com.hk","HK - Project - J2734 - EM(The Peninsula HK)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2734 - EM(The Peninsula HK)","8","21/10/2016 19:07:44"
"HKKWN200","WSP-CSG-HKCPX","WSP-CSG-HKCPX@wsp.com","WSP-CSG-HKCPX","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-CSG-HKCPX","WSP-CSG-HKCPX","8","18/9/2020 11:26:18"
"HKKWN200","HKG-2503373A-BaileyStreet","HKG-2503373A-BaileyStreet@wsp.com","HKG-2503373A-BaileyStreet",,,"HKG-2503373A-BaileyStreet","8","14/3/2022 11:25:41"
"HKKWN200","CN - Project - J20752 - EZ(Al Shaqab)","WSPJ20752EZ@WSPGroup.com.cn","CN - Project - J20752 - EZ(Al Shaqab)",,,"CN - Project - J20752 - EZ(Al Shaqab)","8","21/10/2016 18:58:22"
,"PBC-MEP-HK0-SUS-S1","PBC-MEP-HK0-SUS-S1@wsp.com","PBC-MEP-HK0-SUS-S1","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBC-MEP-HK0-SUS-S1","8","20/9/2024 18:59:32"
"HKKWN200","China-MEP-Chengdu","China-MEP-Chengdu@pbworld.com","China-MEP-Chengdu",,,"China-MEP-Chengdu","8","8/1/2015 15:07:22"
"HKKWN200","HK-ISO27001-WorkingGroup","HK-ISO27001-WorkingGroup@wsp.com","HK-ISO27001-WorkingGroup","CN=Lang\, Philip (CNPL747149),OU=Active,OU=Users,OU=CN,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK-ISO27001-WorkingGroup","8","26/5/2022 14:12:27"
"HKKWN200","SY2-mepsite","SY2-mepsite@pbworld.com","SY2-mepsite",,"Prjoect Email - Forum66","SY2-mepsite","8","14/6/2017 15:40:05"
"HKKWN200","ASIA-HKG-CE13-MVT","ASIA-HKG-CE13-MVT@wsp.com","ASIA-HKG-CE13-MVT","CN=Yeung\, Joyce (Joyce.Yeung),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","ASIA-HKG-CE13-MVT","ASIA-HKG-CE13-MVT","8","27/9/2017 15:51:29"
"HKKWN200","HK - Project - J3094 - EM(2 Tak Shing Street)","WSPJ3094EM@WSPGroup.com.hk","HK - Project - J3094 - EM(2 Tak Shing Street)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3094 - EM(2 Tak Shing Street)","8","21/10/2016 19:11:11"
"HKKWN200","WSPSTR T2","WSPSTR-T2@wsp.com","WSPSTR T2","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSPSTR T2","WSPSTR T2","8","14/8/2018 16:48:00"
"HKKWN200","ASIA-HKG-PM-BD","ASIA-HKG-PM-BD@pbworld.com","ASIA-HKG-PM-BD","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","ASIA-HKG-PM-BD","ASIA-HKG-PM-BD","8","19/9/2017 11:44:12"
"HKKWN200","CN - Project - J21225 - EM(SHIMAO ZHEJIANG)","WSPJ21225EM@WSPGroup.com.cn","CN - Project - J21225 - EM(SHIMAO ZHEJIANG)",,,"CN - Project - J21225 - EM(SHIMAO ZHEJIANG)","8","21/10/2016 19:00:32"
"HKKWN200","CN - Project - WP63052A","WP63052A@wspgroup.com.cn","CN - Project - WP63052A",,,"CN - Project - WP63052A","8","21/10/2016 19:01:42"
"HKKWN200","PBA_HKJC_HVRC","PBA_HKJC_HVRC@pbworld.com","PBA_HKJC_HVRC",,,"PBA_HKJC_HVRC","8","13/1/2011 16:22:22"
"HKKWN200","HK-WH67421A","HK-WH67421A@wsp.com","HK-WH67421A",,"SASSON ROAD CAMPUS OF HKU","SASSON RD CAMPUS OF HKU","8","16/1/2018 10:23:34"
"HKKWN200","WSP-MEP-BRIDGE-DC-TDD","WSP-MEP-BRIDGE-DC-TDD@wsp.com","WSP-MEP-BRIDGE-DC-TDD","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-BRIDGE-DC-TDD","8","2/7/2025 10:26:32"
"HKKWN200","PBA-P3-WF-EX","PBA-P3-WF-EX@pbworld.com","PBA-P3-WF-EX",,,"PBA-P3-WF-EX","8","28/6/2013 16:47:16"
"HKKWN200","HK - Project - WH50204A(Kai Tak MPSC)","WH50204A@wspgroup.com.hk","HK - Project - WH50204A(Kai Tak MPSC)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50204A(Kai Tak MPSC)","8","21/10/2016 19:12:58"
"HKKWN200","GLD_EHL Hong Kong55872882287908","gld.EHLHongKong@wsp.com","EHL Hong Kong",,,"GLD - EHL Hong Kong","8","16/10/2021 19:01:40"
"HKKWN200","HK - Project - J2383 - EM","WSPJ2383EM@WSPGroup.com.hk","HK - Project - J2383 - EM","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2383 - EM","8","21/10/2016 19:05:13"
